trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.4, 'e': 0.15735328210778965}",20,12,14.368431284432521,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.4, 'e': 0.15577974928671176}",30,7,25.358817868030137,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
186,False,"{'a': 0.4, 'e': 0.15422195179384465}",20,0,29.94029886625312,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
187,False,"{'a': 0.4, 'e': 0.1526797322759062}",25,13,-20.137518457952794,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
188,False,"{'a': 0.4, 'e': 0.15115293495314713}",20,9,-21.359881742195853,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
189,False,"{'a': 0.4, 'e': 0.14964140560361566}",20,0,-19.685498021498844,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
190,False,"{'a': 0.4, 'e': 0.1481449915475795}",20,0,20.644965034974838,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
191,False,"{'a': 0.4, 'e': 0.1466635416321037}",20,4,-13.955195473842604,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
192,False,"{'a': 0.4, 'e': 0.14519690621578268}",20,12,4.5182295977596,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
193,False,"{'a': 0.4, 'e': 0.14374493715362485}",25,15,15.21112947343434,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.4, 'e': 0.1423074877820886}",20,9,-66.71185633943841,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 2}",1
195,False,"{'a': 0.4, 'e': 0.1408844129042677}",25,2,-19.619157970883723,"{0: 20, 1: 1, 2: 0, 3: 2, 4: 0}",1
196,False,"{'a': 0.4, 'e': 0.13947556877522502}",25,12,24.561248056163556,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.4, 'e': 0.13808081308747278}",25,17,13.939514470383683,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.4, 'e': 0.13670000495659804}",20,11,-23.086331644268594,"{0: 7, 1: 0, 2: 0, 3: 2, 4: 0}",1
199,False,"{'a': 0.4, 'e': 0.13533300490703207}",30,11,23.08400633093241,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
200,False,"{'a': 0.4, 'e': 0.13397967485796175}",30,3,28.693415017120618,"{0: 25, 1: 1, 2: 1, 3: 0, 4: 0}",1
201,False,"{'a': 0.4, 'e': 0.13263987810938213}",20,3,25.1324017571305,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.4, 'e': 0.1313134793282883}",35,18,10.396240295589337,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
203,False,"{'a': 0.4, 'e': 0.13000034453500542}",20,10,7.953743082895707,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
204,False,"{'a': 0.4, 'e': 0.12870034108965536}",20,3,18.944481393242985,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
205,False,"{'a': 0.4, 'e': 0.12741333767875881}",30,9,20.15698320458967,"{0: 19, 1: 2, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.4, 'e': 0.12613920430197123}",30,13,-12.95949592910002,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
207,False,"{'a': 0.4, 'e': 0.12487781225895152}",25,18,2.0170818260567165,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
208,False,"{'a': 0.4, 'e': 0.123629034136362}",30,0,21.910620757686022,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
209,False,"{'a': 0.4, 'e': 0.12239274379499838}",30,14,24.48713455774192,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.4, 'e': 0.1211688163570484}",20,10,17.55746080886504,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.4, 'e': 0.11995712819347792}",20,9,18.43240471962255,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.4, 'e': 0.11875755691154315}",25,17,3.53841827211971,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
213,False,"{'a': 0.4, 'e': 0.11756998134242772}",20,14,-2.9226793828028352,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
214,False,"{'a': 0.4, 'e': 0.11639428152900344}",25,3,26.853949554605183,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
215,False,"{'a': 0.4, 'e': 0.11523033871371341}",30,15,33.148127908444664,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.4, 'e': 0.11407803532657627}",20,0,11.27151122704841,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
217,False,"{'a': 0.4, 'e': 0.11293725497331052}",20,14,-22.70817091350588,"{0: 4, 1: 0, 2: 1, 3: 1, 4: 0}",1
218,False,"{'a': 0.4, 'e': 0.1118078824235774}",20,10,18.715798680306005,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.4, 'e': 0.11068980359934164}",20,9,-24.118095287060772,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
220,False,"{'a': 0.4, 'e': 0.10958290556334822}",25,3,38.835456676192,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.4, 'e': 0.10848707650771475}",20,0,-27.94308370831863,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
222,False,"{'a': 0.4, 'e': 0.1074022057426376}",20,3,19.67288943291793,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
223,False,"{'a': 0.4, 'e': 0.10632818368521123}",25,5,25.993997223477237,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.4, 'e': 0.10526490184835911}",20,9,12.131105485720365,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.4, 'e': 0.10421225282987552}",20,10,18.361595256829666,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.4, 'e': 0.10317013030157676}",20,0,30.429401832559357,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
227,False,"{'a': 0.4, 'e': 0.10213842899856099}",35,23,23.774416798788053,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.4, 'e': 0.10111704470857538}",30,16,14.134690207195021,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
229,False,"{'a': 0.4, 'e': 0.10010587426148963}",25,20,9.109159725846716,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.4, 'e': 0.09910481551887473}",20,0,-3.623071739101259,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
231,False,"{'a': 0.4, 'e': 0.09811376736368599}",20,16,7.086083198846865,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.4, 'e': 0.09713262969004913}",25,19,13.505568410697617,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.4, 'e': 0.09616130339314863}",20,6,2.39870072252855,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
234,False,"{'a': 0.4, 'e': 0.09519969035921715}",20,7,19.476521242352053,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.4, 'e': 0.09424769345562498}",30,12,32.2330346984386,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.4, 'e': 0.09330521652106873}",30,16,10.138676363969042,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
237,False,"{'a': 0.4, 'e': 0.09237216435585804}",25,13,23.838344215157417,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.4, 'e': 0.09144844271229946}",20,9,-1.5733297981029353,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
239,False,"{'a': 0.4, 'e': 0.09053395828517646}",20,10,22.00119542804131,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.4, 'e': 0.08962861870232469}",25,14,20.710648780626265,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.4, 'e': 0.08873233251530144}",30,13,21.039753916096977,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
242,False,"{'a': 0.4, 'e': 0.08784500919014843}",20,11,21.288863690742073,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.4, 'e': 0.08696655909824694}",25,2,31.717274778237687,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.4, 'e': 0.08609689350726446}",30,18,21.98522551564755,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.4, 'e': 0.08523592457219181}",35,16,20.259810833548574,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
246,False,"{'a': 0.4, 'e': 0.0843835653264699}",30,10,38.68697185295096,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.4, 'e': 0.0835397296732052}",35,12,-2.8359181020677866,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
248,False,"{'a': 0.4, 'e': 0.08270433237647315}",20,10,19.933970247874345,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.4, 'e': 0.08187728905270841}",20,13,0.17719027427240275,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
250,False,"{'a': 0.4, 'e': 0.08105851616218133}",25,0,-13.433704550058522,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
251,False,"{'a': 0.4, 'e': 0.08024793100055952}",20,10,19.149620090436898,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.4, 'e': 0.07944545169055392}",25,14,17.39015529497469,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.4, 'e': 0.07865099717364837}",35,11,11.165518354308675,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 0}",1
254,False,"{'a': 0.4, 'e': 0.07786448720191189}",25,0,20.70753481948716,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
255,False,"{'a': 0.4, 'e': 0.07708584232989277}",25,19,10.94594394914903,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.4, 'e': 0.07631498390659384}",20,0,-5.33372735062919,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
257,False,"{'a': 0.4, 'e': 0.07555183406752791}",25,18,14.923240235045363,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.4, 'e': 0.07479631572685264}",20,10,20.047132416946287,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.4, 'e': 0.07404835256958411}",35,18,18.46986114180458,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
260,False,"{'a': 0.4, 'e': 0.07330786904388827}",20,10,21.720170505974476,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.4, 'e': 0.07257479035344938}",20,12,7.49722834586326,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.4, 'e': 0.07184904244991488}",20,14,9.436888906843079,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.4, 'e': 0.07113055202541574}",30,19,20.918648165014755,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.4, 'e': 0.07041924650516158}",35,20,17.925165158368245,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
265,False,"{'a': 0.4, 'e': 0.06971505404010997}",20,14,10.903323761006408,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.4, 'e': 0.06901790349970886}",25,16,18.876429408431804,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.4, 'e': 0.06832772446471178}",20,0,4.409908457113998,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
268,False,"{'a': 0.4, 'e': 0.06764444722006466}",20,13,14.10772879976328,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.4, 'e': 0.066968002747864}",20,0,30.979084819162438,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
270,False,"{'a': 0.4, 'e': 0.06629832272038537}",25,15,20.516831277784373,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.4, 'e': 0.06563533949318151}",35,22,25.190353746522504,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.4, 'e': 0.06497898609824969}",20,16,9.499335639478453,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.4, 'e': 0.0643291962372672}",20,10,23.06757922127479,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.4, 'e': 0.06368590427489453}",25,8,19.294252370234577,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
275,False,"{'a': 0.4, 'e': 0.06304904523214558}",20,3,30.95707339482325,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.4, 'e': 0.06241855477982412}",25,19,10.293608928553594,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.4, 'e': 0.06179436923202588}",20,9,8.768464485504236,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
278,False,"{'a': 0.4, 'e': 0.06117642553970562}",20,9,18.481691033195712,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.4, 'e': 0.06056466128430856}",30,16,24.73283043526275,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.4, 'e': 0.05995901467146548}",30,17,21.580964332246346,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.4, 'e': 0.05935942452475082}",20,11,11.533878657911446,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.4, 'e': 0.058765830279503314}",20,3,27.702580555808918,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.4, 'e': 0.05817817197670828}",25,8,31.521063457061576,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.4, 'e': 0.057596390256941195}",20,3,28.318893270835378,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.4, 'e': 0.05702042635437178}",20,7,24.61405875458111,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.4, 'e': 0.05645022209082806}",20,13,14.173763049311367,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.4, 'e': 0.05588571986991978}",20,3,-15.868795166802304,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
288,False,"{'a': 0.4, 'e': 0.055326862671220584}",30,16,29.86770827786128,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.4, 'e': 0.05477359404450838}",20,12,16.161962751995464,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.4, 'e': 0.054225858104063294}",25,4,-13.350173335417951,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 1}",1
291,False,"{'a': 0.4, 'e': 0.05368359952302266}",25,11,26.695217620745446,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.4, 'e': 0.053146763527792434}",20,8,20.403638945098372,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.4, 'e': 0.052615295892514506}",20,3,29.361505717637726,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.4, 'e': 0.052089142933589364}",25,11,24.653388131645993,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.4, 'e': 0.05156825150425347}",25,14,24.40976196365888,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.4, 'e': 0.051052568989210935}",20,11,16.42691969945291,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.4, 'e': 0.05054204329931883}",35,0,-7.0183974147979225,"{0: 32, 1: 0, 2: 2, 3: 0, 4: 1}",0
298,False,"{'a': 0.4, 'e': 0.05003662286632564}",25,2,36.22969199657999,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.4, 'e': 0.04953625663766238}",20,10,19.79803963890605,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",30,13,33.20258083711334,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,13,12.599233679849744,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,6,26.31701829659813,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,13,26.812298787977987,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,10,19.1543710303831,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",30,10,30.543223036568264,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,8,23.089625773217858,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",30,16,27.878738474242986,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,13,14.912818362039717,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,10,16.683954550024765,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
